محاکمه,M250
سئوال,S400
مواردی,M630
پرزیدنت,P623
علیرضا,A462
عمیق,A520
فولاد,F430
نویسندگان,N253
جزو,J200
فعالیتهای,F430
آسیایی,A200
مسجد,M230
طلا,T400
غذا,G200
ماهه,M000
بالاخره,B426
بردن,B635
دانشجویی,D520
برگزیده,B623
بودیم,B350
سیما,S500
قضائیه,G200
اینترنتی,A536
احتمالی,A354
نوین,N500
ائتلاف,A341
پرده,P630
گرایش,G620
نداریم,N365
پرواز,P620
دستگیری,D232
نظم,N250
بزرگراه,B262
آلوده,A430
آمدن,A535
واژه,V200
هرچند,H625
فرمانده,F653
خطوط,X300
ایالت,A430
لزوم,L250
دانم,D500
هفتم,H135
پاریس,P620
تابستان,T123
تردید,T630
زیبا,Z100
فرش,F620
قطعه,G300
شبیه,S100
راننده,R530
واسطه,V230
درد,D630
الاسلام,A424
خداوند,X353
همانند,H530
درحالی,D640
فرار,F600
اردیبهشت,A631
دادگستری,D323
العاده,A430
بیت,B300
سرطان,S635
پاک,P200
اسرائیلی,A264
پزشک,P200
قبلا,G140
اکثریت,A263
مصلحت,M243
اسناد,A253
آستانه,A235
شیخ,S200
دختران,D236
نوری,N600
خیر,X600
دریایی,D600
خودم,X350
آگاه,A200
معلمان,M450
ابزار,A126
توقف,T210
آلمانی,A450
شرط,S630
انگلستان,A524
الملل,A454
خودداری,X360
پیشین,P250
شعبه,S100
ورزشگاه,V620
شغل,S240
ظاهرا,Z600
دارو,D600
چالش,C420
مدیره,M360
شغلی,S240
کرج,K620
تحقیقاتی,T230
موضوعات,M230
شرکتهای,S623
آشکار,A260
پیکان,P250
ایرانیان,A650
انداز,A532
صهیونیستی,S523
خام,X500
هکتار,H236
چقدر,C236
گرایی,G600
مسکو,M200
بنابر,B516
بهانه,B500
قلب,G410
نگرش,N262
امیدواری,A536
خزر,X260
کمال,K540
نقشه,N200
کتابهای,K310
انتشارات,A532
جویی,J000
فارغ,F620
برزیل,B624
ضعیف,Z100
قابلیت,G143
پیوند,P530
سراسری,S626
شاعر,S600
هزاران,H265
مخاطب,M231
مبنای,M150
بریتانیا,B635
شهرستانها,S623
بازرسی,B262
درمورد,D656
جایگزین,J250
استقرار,A232
سعید,S300
تشکل,T240
رتبه,R310
نفع,N100
حساس,H200
سری,S600
خلاف,X410
گوشه,G200
جناح,J500
افتتاح,A130
رضایت,R230
قطعا,G300
معلوم,M450
کوچه,K200
مرغ,M620
نظری,N260
تمایل,T540
شبه,S100
آور,A600
امیر,A560
بم,B500
شیر,S600
جواب,J100
امضا,A520
جزیره,J260
گذرد,G263
دانشجو,D520
نظرات,N263
درآمدهای,D653
مختلفی,M234
خریداری,X636
شهرسازی,S620
محسن,M250
علنی,A450
خودروها,X360
قطر,G360
سد,S300
انتخاباتی,A532
سران,S650
آسمان,A250
توجیه,T200
کن,K500
معنوی,M500
نظامیان,N250
سرپرست,S616
فرسوده,F623
فن,F500
متخصص,M320
نوجوان,N250
درگیر,D626
اوج,A200
توانسته,T523
ادعا,A300
مشکلی,M240
چندی,C530
اخذ,A200
تداوم,T350
الهی,A400
تفسیر,T126
روحی,R000
شیمیایی,S500
مخالفان,M241
متعدد,M300
زیان,Z500
جوانی,J500
میگوید,M230
استراتژی,A236
جلسات,J423
الان,A450
موانع,M500
هنرمند,H565
نوسازی,N200
سقف,S210
شهریور,S600
شایسته,S230
فضا,F200
ارتقای,A632
راست,R230
خواندن,X535
رویه,R000
کارگر,K626
حریف,H610
صنفی,S510
صرفه,S610
پردازد,P632
قلم,G450
معاملات,M543
نزد,N230
صلاحیت,S430
تضمین,T250
برود,B630
سو,S000
سالگی,S420
همسر,H526
افتد,A130
وعده,V300
فرهنگسرای,F652
پایدار,P360
اینگونه,A525
موظف,M210
مسافران,M216
مستقر,M232
اخلاق,A242
باتوجه,B320
دشمن,D250
تاخیر,T260
رها,R000
بانوان,B500
بوجود,B230
پیشنهادی,P253
فرا,F600
پاس,P200
تشریح,T260
معنا,M500
گو,G000
محققان,M250
پنهان,P500
تبصره,T126
مقوله,M240
تولیدات,T430
درحال,D640
شک,S200
برنده,B653
درسی,D620
دستی,D230
ترس,T620
عبدالله,A134
هماهنگ,H520
فراتر,F636
مبتلا,M134
بله,B400
سند,S530
بدست,B323
بتوان,B350
آموز,A520
بالغ,B420
قاره,G600
اردن,A635
تنوع,T500
میانه,M500
مبتنی,M135
کارگاه,K620
گیر,G600
تنهایی,T500
بهزیستی,B230
کجا,K200
حسینی,H250
لغو,L200
جلوه,J400
شیشه,S200
کشت,K230
اکبر,A216
برپا,B610
برطرف,B636
شهادت,S300
ممنوع,M500
قطعی,G300
غیرقابل,G621
اینک,A520
گذاران,G265
ابراهیم,A165
آبان,A150
پشتیبانی,P231
خوانده,X530
تمرین,T565
خودمان,X350
گویی,G000
محقق,M200
نمایندگی,N532
میزبان,M215
شوروی,S600
نویس,N200
منتظر,M532
جنگی,J520
نان,N500
دشوار,D260
مهاجرت,M263
گوشت,G230
اراده,A630
هواپیما,H150
روبرو,R160
ابتدایی,A130
تولیدکنندگان,T432
رفسنجانی,R125
مدل,M340
هایشان,H250
سفیر,S160
قبال,G140
ناتو,N300
دغدغه,D232
تصاویر,T260
دبیرکل,D162
متناسب,M352
تکیه,T200
مقرر,M260
سختی,S230
دفاعی,D100
اثبات,A213
یابند,Y153
مترو,M360
قضیه,G200
عناصر,A526
تعطیل,T340
اراضی,A620
پدید,P300
خواننده,X530
دانسته,D523
چک,C200
گری,G600
قدم,G350
مقدماتی,M235
حماس,H520
رنج,R520
عقل,A240
طرحهای,T600
تعاونی,T500
زنی,Z500
تدریج,T362
تعرفه,T610
جست,J230
روایت,R300
عملا,A540
همت,H530
تبادل,T134
کنی,K500
مجله,M240
پیامبر,P516
فساد,F230
مشکلاتی,M243
سیگار,S260
صعود,S300
عالم,A450
ظهور,Z600
کردستان,K632
زمینی,Z500
درستی,D623
تاکسی,T200
ژنرال,Z564
مردی,M630
تشکیلات,T243
تیمی,T500
دوربین,D615
طلب,T410
جنایت,J530
نکند,N253
بهینه,B500
رویکرد,R263
فیلمنامه,F450
مجاز,M200
خلاصه,X420
جلد,J430
حکایت,H230
مربوطه,M613
غیرقانونی,G625
اقدامی,A235
ایام,A500
عوض,A200
تقدیر,T236
ناشر,N260
محمدی,M530
حافظ,H120
خسارت,X263
مراتب,M631
جراحی,J600
تعلق,T420
وسیع,V200
ویروس,V620
مطابق,M312
ذهنی,Z500
مطمئن,M350
فلسفی,F421
چپ,C100
پژوهشگران,P265
رونق,R520
اندکی,A532
اعتیاد,A300
شدگان,S325
ساکنان,S250
کابل,K140
غیردولتی,G634
ابلاغ,A142
شورشیان,S625
همدان,H535
کلمه,K450
شوراهای,S600
گفتم,G135
مناسبات,M521
قطعات,G300
مرور,M600
نوار,N600
گشایش,G200
تیر,T600
کابینه,K150
برپایی,B610
خطرناک,X365
نماز,N520
کشید,K230
امری,A560
روحیه,R000
موسوی,M200
صدها,S300
امارات,A563
اندرکاران,A536
مهارت,M630
تهرانی,T650
پوست,P230
مرزی,M620
هنرهای,H560
فروردین,F635
کودکی,K320
نویسی,N200
دانیم,D500
اندک,A532
سالها,S400
درونی,D650
نگرفته,N261
امیدوار,A536
باد,B300
بالایی,B400
باب,B100
عمدتا,A530
جلوی,J400
مفاهیم,M150
سازنده,S253
نیروگاه,N620
خانوادگی,X532
مستند,M235
مسعود,M230
کانادا,K530
موتور,M360
کشورهایی,K260
خوزستان,X235
رمضان,R525
معامله,M540
یاری,Y600
مباحث,M120
تظاهرات,T263
اندونزی,A535
استرالیا,A236
جو,J000
ایمان,A500
قرمز,G652
داوری,D600
چای,C000
الگوی,A420
داوران,D650
ایدز,A320
مان,M500
امضای,A520
الکترونیکی,A423
غزه,G200
قربانی,G615
شیرین,S650
داشتم,D235
تجدید,T230
چندانی,C535
رقابتهای,R213
مصوب,M210
بایست,B230
ژاپنی,Z150
نگاران,N265
دیوان,D500
ماهیت,M300
نادیده,N300
حدی,H300
ازجمله,A254
عرض,A620
فرآورده,F630
مادی,M300
امیدواریم,A536
آتی,A300
تاسیسات,T230
دام,D500
ترجیح,T620
مازندران,M253
نکرد,N263
شیعه,S000
همسایه,H520
فرض,F620
بسیج,B200
اشغال,A240
مرحوم,M650
کریم,K650
نوشتن,N235
کوشش,K200
تبیین,T150
لوازم,L250
صاحبان,S150
معضل,M240
بدهند,B353
ایفا,A100
موج,M200
دریا,D600
آمریکائی,A562
خشک,X200
بازیگر,B260
تولد,T430
اسامی,A250
کوه,K000
کشی,K200
مغز,M200
تصویری,T260
تدریس,T362
روغن,R250
بلیت,B430
سازند,S253
ماست,M230
اجتماع,A235
کرمان,K650
نشریات,N263
متخصصان,M325
بینیم,B500
قضاوت,G230
نحوی,N000
مجید,M230
اعم,A500
الدین,A435
قلبی,G410
عام,A500
فرآیند,F653
پروانه,P650
بخصوص,B200
وگوی,V200
بگویم,B250
سرد,S630
سایپا,S100
ذخایر,Z260
ضوابط,Z130
موسسات,M230
ارزان,A625
آنقدر,A523
راحت,R300
یادداشت,Y323
ماموریت,M563
اسفند,A215
کلام,K450
انگیز,A520
سیر,S600
مدارک,M362
تنش,T520
سپاه,S100
زنند,Z530
دیوار,D600
سلول,S400
سریال,S640
مسافر,M216
تراکم,T625
گر,G600
یونان,Y500
تحمیل,T540
پاره,P600
فاجعه,F200
حساسیت,H230
ست,S300
بماند,B530
وزنه,V250
کامپیوتر,K513
لذت,L230
نشسته,N230
گمان,G500
آئین,A500
برآورد,B630
اعتراف,A361
متعددی,M300
رسانده,R253
مبارک,M162
ماهواره,M600
تعامل,T540
هتل,H340
بایستی,B230
وکیل,V240
گردیده,G630
تکلیف,T241
درمی,D650
اهالی,A400
شنیده,S530
گذار,G260
باران,B650
اعتباری,A316
تعقیب,T210
کشد,K230
مرزهای,M620
علل,A400
تعهد,T300
خانگی,X520
سکوت,S230
خورده,X630
سراغ,S620
همگی,H520
نقلیه,N240
زندانیان,Z535
گشت,G230
نقض,N200
ردیف,R310
تردد,T630
بس,B200
تشدید,T230
خوردن,X635
کارها,K600
معتبر,M316
فقدان,F235
ادب,A310
سوار,S600
باشگاههای,B200
هستید,H230
عموم,A500
مواضع,M200
ورودی,V630
دقیقا,D200
اشکال,A240
فاضلاب,F241
اهواز,A200
بدهی,B300
بطور,B360
زودتر,Z360
بستر,B236
مقطع,M230
خاطره,X360
بلافاصله,B412
ماجرا,M260
راس,R200
ستیزه,S320
ابن,A150
داشتیم,D235
متقابل,M321
طرحی,T600
مخابرات,M216
اختیارات,A236
تبلیغاتی,T142
ازای,A200
انبوه,A510
خورشید,X623
هستی,H230
خواهید,X300
نکات,N230
افزار,A126
بومی,B500
جلو,J400
مالیاتی,M430
ساختمانی,S235
پردازند,P632
پذیرد,P263
مراقبت,M621
پولی,P400
برگ,B620
حمید,H530
مخاطبان,M231
تسلیم,T245
ستون,S350
نوبت,N130
سکه,S200
تازگی,T200
دستگاههای,D232
موشک,M200
ساکن,S250
راستا,R230
شدیم,S350
رقیب,R210
متقاضیان,M325
زندانی,Z535
شاخه,S200
فرو,F600
متمرکز,M356
طرفی,T610
قدیم,G350
افتخار,A132
اتحاد,A300
نگه,N200
برتری,B636
درخت,D623
پنجاه,P520
نسبی,N210
ملک,M420
مراجع,M620
سودان,S350
شوم,S500
نشین,N250
بهادار,B360
پیوسته,P230
گلستان,G423
دانشگاهها,D520
اصولا,A240
همراهی,H560
ترور,T600
اختلافات,A234
فتح,F300
مجددا,M230
زخمی,Z250
نبرد,N163
چهل,C400
درج,D620
استاندار,A235
چاره,C600
سرانه,S650
فرم,F650
جزئیات,J230
سؤال,S400
کاغذ,K200
تماشاگران,T526
نامزد,N523
بتوانیم,B350
کاربرد,K616
برج,B620
ملاحظه,M420
سازندگی,S253
یزد,Y230
تفاهم,T150
سازمانهای,S250
خطاب,X310
یورو,Y600
تعادل,T340
کیفی,K100
مخصوص,M200
اثرات,A263
شعار,S600
ولایت,V430
شریف,S610
توپ,T100
بازیگران,B265
نداده,N300
جداگانه,J325
اعدام,A350
پارلمانی,P645
گزینه,G250
فضاهای,F200
مشاوره,M260
پرداختند,P632
تلفنی,T415
ب,
شبانه,S150
فهم,F500
برداشته,B632
عرفات,A613
رکود,R230
داستانی,D235
شوید,S300
بپردازند,B163
دوستی,D230
مالزی,M420
روستا,R230
آمدند,A535
اصطلاح,A234
نایب,N100
نیازی,N200
جورج,J620
ندارم,N365
افت,A130
صادق,S320
بابت,B130
علیرغم,A462
کوتاهی,K300
محاسبه,M210
پذیری,P260
شفاف,S100
قند,G530
انقلابی,A524
اقشار,A260
عملیاتی,A543
اصولی,A240
فیلمی,F450
معین,M500
سرخ,S620
درآمده,D653
منطق,M532
رویتر,R360
ساعات,S300
احساسات,A230
سیاستهای,S230
آمریکای,A562
خوانندگان,X532
آسان,A250
یادگیری,Y326
فیزیکی,F200
بیاید,B300
سطوح,S300
اتفاقی,A312
بپردازد,B163
هواپیمای,H150
سفارت,S163
شادی,S300
نیمی,N500
گیلان,G450
مغازه,M200
شور,S600
یکسان,Y250
عادت,A300
رانندگان,R532
اسم,A250
زود,Z300
عزیز,A200
مصطفی,M231
مدافع,M310
حقیقی,H200
پکن,P250
رفتارهای,R136
براین,B650
مصالح,M240
معمول,M540
استانداردهای,A235
امریکا,A562
نمایشنامه,N525
رسول,R240
حلقه,H420
استادان,A235
قزوین,G250
توانستند,T523
طرفداران,T613
صادراتی,S363
سلیقه,S420
اتمام,A350
یکصد,Y230
مرداد,M630
اجاره,A260
دانستند,D523
کشاورزان,K262
تقدیم,T235
مرتضی,M632
بگذارد,B263
بستگی,B232
رفتند,R135
موسوم,M250
ثروت,S630
سنجش,S520
گندم,G535
توانم,T500
هلند,H453
تثبیت,T213
عجیب,A210
بست,B230
بازنشستگی,B252
جریمه,J650
وری,V600
آ,
شناختی,S523
مالکیت,M423
دلاری,D460
کمترین,K536
راهکارهای,R260
مربع,M610
فرستاده,F623
کنکور,K526
دامنه,D500
کلاسیک,K420
استناد,A235
مقدمه,M235
زمستان,Z523
اف,A100
تخصیص,T200
گردهمایی,G635
تایمز,T520
گلوله,G400
استخدام,A232
مدیریتی,M363
بدان,B350
ناشران,N265
فلسطینیان,F423
کمتری,K536
کیلومتری,K453
نظرسنجی,N262
نرسیده,N623
مؤثر,M260
خدماتی,X353
خرج,X620
مک,M200
قائل,G400
وابستگی,V123
تمرکز,T562
نوروز,N620
داوطلبان,D341
آرژانتین,A625
سالی,S400
اعطای,A300
موضوعی,M200
منتخب,M532
تاسف,T210
ضرب,Z610
میل,M400
رایج,R200
سخنانی,S250
جنس,J520
نسبتا,N213
سرمربی,S656
کشتار,K236
روحانی,R500
منع,M500
بشری,B260
موافق,M120
کالای,K400
اسلحه,A240
بازجویی,B200
سوء,S000
بشود,B230
نقشی,N200
آسیای,A200
دستاوردهای,D236
آذر,A260
ماندن,M535
نقدی,N230
چهارمین,C650
سطحی,S300
تفکیک,T120
خلاقیت,X423
بالاترین,B436
هشتم,H235
مامور,M560
چطور,C360
نویسد,N230
جغرافیایی,J261
راههای,R000
دوچرخه,D262
بگیریم,B265
برگشت,B623
بیستم,B235
نابودی,N130
فرایند,F653
تکذیب,T210
نتوانسته,N352
طلاق,T420
معمولی,M540
بنده,B530
باستان,B235
همگانی,H525
محض,M200
تایلند,T453
استراتژیک,A236
نخواهند,N253
کردید,K630
احکام,A250
شکلی,S240
کسری,K260
ادعای,A300
تلخ,T420
دشمنان,D250
مادرید,M363
درختان,D623
داروهای,D600
اساسا,A200
پرتاب,P631
گرد,G630
رئیسه,R200
چراغ,C620
ترویج,T620
دارویی,D600
آل,A400
متولد,M343
کالاها,K400
کی,K000
م,
درگذشت,D623
قهرمانان,G650
اصرار,A260
کارمندان,K653
قطار,G360
کهن,K500
شهروند,S653
ضبط,Z130
برادر,B636
خاتمه,X350
اخراج,A262
حکومتی,H253
رایگان,R250
سواری,S600
پاسخگویی,P200
غیره,G600
راجع,R200
سهامداران,S536
میانگین,M525
زدند,Z353
پیامدهای,P530
رئال,R400
نمایشی,N520
طلایی,T400
نهضت,N230
آقا,A200
عدد,A300
مهرماه,M650
سیم,S500
مطلق,M342
خودروی,X360
تحصیلات,T243
سیل,S400
لایه,L000
وزیری,V260
امداد,A530
ارجاع,A620
حریم,H650
تماشاگر,T526
جسمی,J250
اوست,A230
حیاتی,H300
متفاوتی,M313
خاطرات,X363
فرنگی,F652
جرایم,J650
بخواهد,B230
متری,M360
نکنند,N253
جهانگردی,J526
برساند,B625
مستمر,M235
واقعه,V200
ارقام,A625
افغان,A125
الکترونیک,A423
ناپذیر,N126
درصدد,D623
مزبور,M216
مبانی,M150
حاوی,H000
ثمر,S560
بوشهر,B260
زهرا,Z600
آدمی,A350
خامنه,X500
دم,D500
برنج,B652
برف,B610
شلیک,S420
پیروز,P620
خوشبختانه,X212
مه,M000
تصمیمات,T253
دایره,D600
لادن,L350
روسی,R200
کارگیری,K626
الف,A410
فراغت,F623
مترجم,M362
نگاری,N260
نبودن,N135
مقالات,M243
خرد,X630
راضی,R200
فرماندهی,F653
جسد,J230
عمران,A565
رسیدند,R235
معضلات,M243
آزادگان,A232
مشهور,M260
صف,S100
تولیدکننده,T432
سالگرد,S426
سوزی,S200
مصرفی,M261
رایس,R200
بعدها,B300
آوردند,A635
غلط,G430
رفتاری,R136
شارون,S650
جذاب,J210
توی,T000
مشاغل,M240
ناظر,N260
قشر,G260
جانشین,J525
شاعران,S650
اشخاص,A200
بیند,B530
باشم,B250
تعبیر,T160
امورخارجه,A562
بهتری,B360
عبارتند,A163
تجهیز,T200
وسعت,V230
تجمع,T250
عید,A300
پیوست,P230
خان,X500
سردار,S636
دیدم,D350
خسته,X230
حدودی,H300
مهاجم,M250
سهمیه,S500
سازمانی,S250
نکنید,N253
شانس,S520
حبس,H120
ثانیه,S500
جواد,J300
ارزشمند,A625
روستای,R230
منتقدان,M532
حیوانات,H530
ا,
خبرگان,X162
ژانویه,Z500
بزند,B253
پرویز,P620
توقیف,T210
کتابی,K310
پوتین,P350
وقایع,V200
تبلیغ,T142
قرائت,G630
گفتن,G135
طرفین,T615
انگار,A526
محوطه,M300
ناگهان,N250
قزاقستان,G235
قضائی,G200
پیوستن,P235
مجهز,M200
انسانها,A525
دریاچه,D620
دائمی,D500
نهم,N500
نفره,N160
فراگیر,F626
تعهدات,T300
نفری,N160
بندر,B536
صندلی,S534
کشورش,K262
اورانیوم,A650
عمق,A520
فعالان,F450
سلسله,S424
کلینتون,K453
کف,K100
قربانیان,G615
متهمان,M350
سینه,S500
خواستند,X235
بزرگداشت,B262
اماکن,A525
شماری,S560
کرمانشاه,K652
جدایی,J300
جزء,J200
اسطوره,A236
باستانی,B235
سلامتی,S453
مسلم,M245
تعاون,T500
یافتند,Y135
خصوصا,X200
مهار,M600
متکی,M320
سپری,S160
خیال,X400
متشکل,M324
ارتفاع,A631
ادارات,A363
ژوئن,Z500
پرندگان,P653
فلزات,F423
حامل,H540
استدلال,A234
نقدینگی,N235
نادرست,N362
مکزیک,M200
معرفت,M613
اثری,A260
داور,D600
مظنون,M250
رم,R500
اقامت,A253
تمرینات,T565
اردوی,A630
والمسلمین,V452
تکنیک,T252
معابر,M160
فرصتی,F623
ناوگان,N250
مایه,M000
گانه,G500
مارس,M620
دهی,D000
خیابانی,X150
مشرف,M261
راستی,R230
گویا,G000
پرهیز,P620
کاربردی,K616
تجاوز,T200
نشینی,N250
مشتری,M236
اتهامات,A353
همسرش,H526
اختلال,A234
طلای,T400
همگان,H525
دسترس,D236
طلبان,T415
قوت,G300
مؤسسه,M200
تعلیم,T450
نهادها,N300
خودگردان,X326
قائم,G500
گذارند,G265
بازنگری,B252
گیاهی,G000
تکامل,T254
دفاتر,D136
ایراد,A630
روزمره,R256
ارتقاء,A632
دانشجوی,D520
برخورداری,B626
فرمان,F650
ساختاری,S236
ریاضی,R200
مدرک,M362
ایستاده,A230
نخبگان,N212
گفتنی,G135
ناچار,N260
ببرد,B163
افسانه,A125
جنسی,J520
بسکتبال,B231
درخشان,D625
دوستانه,D235
تروریست,T623
فوت,F300
کشیدن,K235
فینال,F540
روزگار,R260
گویم,G500
محافظه,M120
امروزی,A562
منتهی,M530
تماشای,T520
ماجرای,M260
میادین,M350
هائی,H000
الی,A400
نداشتند,N323
تخم,T250
متنوع,M350
ناصر,N260
باند,B530
نحو,N000
یادآوری,Y360
تخلیه,T240
رسالت,R243
رفتم,R135
گیاهان,G500
پنجره,P526
تیرماه,T650
افراطی,A163
بدیهی,B300
جاذبه,J210
اقتدار,A236
کوبا,K100
لیتر,L360
ابتلا,A134
رضایی,R200
تلفات,T413
قضاییه,G200
پاپ,P100
اکتبر,A231
قرآنی,G650
کاربران,K616
قدس,G320
سامان,S500
شگفت,S213
جوی,J000
دندان,D535
دامن,D500
آنهاست,A523
آی,A000
پذیرفت,P261
مشمول,M254
جانب,J510
سلطه,S430
گمرک,G562
امتحان,A535
آراء,A600
سنگینی,S525
اردبیل,A631
تهاجم,T250
بیانگر,B526
خشم,X250
میز,M200
بحرانی,B650
نواحی,N000
دبیرخانه,D162
کارکرد,K626
بدانیم,B350
نوامبر,N516
تشکر,T260
توده,T300
گیاه,G000
جابه,J100
تجربیات,T261
دبیرستان,D162
اکران,A265
ناخالص,N242
طنز,T520
تربیتی,T613
آبادی,A130
فریاد,F630
همبستگی,H512
حین,H500
بلر,B460
کوچکی,K200
خسارات,X263
لرزه,L620
بخواهیم,B250
فاطمه,F350
آثاری,A260
عاطفی,A310
مقصد,M230
میلان,M450
عینی,A500
اسماعیل,A254
تسلیحات,T243
نداشتن,N323
تحکیم,T250
عنان,A500
بردند,B635
اظهارداشت,A263
تجزیه,T200
تئوری,T600
بوی,B000
بحرین,B650
آموزی,A520
قراردادهای,G630
شناسان,S525
استوار,A236
بگوییم,B250
کارنامه,K650
بگوید,B230
کریمی,K650
تالیف,T410
عظیمی,A250
عزت,A230
تسهیل,T240
غیرمجاز,G652
کناره,K560
زنجان,Z525
احیای,A000
بزرگسالان,B262
دادم,D350
بوستان,B235
دشواری,D260
هجوم,H250
آفریقای,A162
شیوع,S000
سرگرم,S626
افزون,A125
ایتالیایی,A340
شناس,S520
اشعار,A260
همانطور,H536
چوب,C100
بازتاب,B231
ظهر,Z600
خودکشی,X320
تخلف,T241
آنرا,A560
شهرت,S630
میلاد,M430
توطئه,T300
ه,
اضطراب,A236
آفتاب,A131
تاثیرات,T263
مایل,M400
آرای,A600
بنای,B500
تی,T000
اعظم,A250
آبهای,A100
قدرتمند,G363
بیگانه,B250
هواپیمایی,H150
مجری,M260
مریم,M650
حرکات,H623
فروشی,F620
مهلت,M430
گردند,G635
مازاد,M230
برایش,B620
ورزشکاران,V626
تخت,T230
نامناسب,N521
ال,A400
مکتب,M231
دادستان,D323
تاثیرگذار,T262
امیدوارم,A536
بهشتی,B230
بخشیدن,B235
فشارهای,F260
دیپلماتیک,D145
بالقوه,B420
هواداران,H365
سادگی,S320
گذاشتن,G235
حاج,H200
متعهد,M300
شیعیان,S500
افسردگی,A126
تبعیض,T120
تزریق,T262
بخشد,B230
سپاهان,S150
گرفتار,G613
مشخصی,M200
نگار,N260
منحصر,M526
شکر,S260
خرم,X650
طرز,T620
هیجان,H250
بدل,B340
کارآمد,K653
پشتوانه,P235
تعلیق,T420
ابزارهای,A126
پناه,P500
بازرسان,B262
بدانند,B353
مندی,M530
گردش,G632
دیوید,D300
ادغام,A325
جلال,J400
یادشده,Y323
زور,Z600
محتوای,M300
بازنشستگان,B252
مسائلی,M240
فقیر,F260
آگهی,A200
اختصاصی,A232
زیستی,Z230
محمدعلی,M534
هادی,H300
مصاف,M210
تامل,T540
خواهی,X000
کیش,K200
تجلیل,T240
مستلزم,M234
روشهای,R200
لیبی,L100
خودتان,X350
ج,
تخلفات,T241
درپی,D610
شنیدن,S535
بخشهای,B200
دسامبر,D251
مصوبات,M213
مذهب,M210
نهایتا,N300
تضعیف,T210
دانید,D530
داروسازی,D620
بازیافت,B213
قدردانی,G363
صوتی,S300
تان,T500
نقص,N200
تخصص,T200
قومی,G500
رسمیت,R253
اجتناب,A235
زنگ,Z520
ترسیم,T625
دیپلمات,D145
نفرات,N163
قهوه,G000
اقلیت,A243
صحت,S300
تفریحی,T160
غم,G500
چرخه,C620
وحش,V200
دهها,D000
بان,B500
بینند,B530
وسیعی,V200
فروشگاه,F620
طرفدار,T613
پراکنده,P625
پیشتر,P236
الهام,A450
اقداماتی,A235
امین,A500
مرجع,M620
مرتکب,M632
دلیلی,D400
تدارک,T362
جی,J000
تساوی,T200
معدنی,M350
کیفری,K160
ارزشهای,A620
آنهایی,A500
باری,B600
برخوردارند,B626
جانبازان,J512
محکم,M250
تعویق,T200
آنگاه,A520
درواقع,D620
اس,A200
اقیانوس,A252
اصغر,A260
کانال,K540
قریب,G610
تمدید,T530
ببینید,B153
حکمت,H253
عصبی,A210
قلعه,G400
مواقع,M200
انتهای,A530
روستاها,R230
مطلع,M340
رواج,R200
ریخته,R230
بیماریهای,B560
فاز,F200
عقاید,A230
تعطیلی,T340
کارگزاران,K626
آوریل,A640
رقابتی,R213
طلبی,T410
کاسته,K230
مثبتی,M213
هندی,H530
خواه,X000
لیست,L230
تایوان,T500
سوءاستفاده,S231
گره,G600
نجف,N210
مسوولان,M245
شکسته,S230
ممنوعیت,M530
دهان,D500
عنصر,A526
اتریش,A362
تومانی,T500
س,
قید,G300
حرکتی,H623
غلبه,G410
دهندگان,D532
منظم,M525
اعضا,A200
زوج,Z200
اهدا,A300
نوروزی,N620
انتخابی,A532
مداوم,M350
فیلمبرداری,F451
آلاینده,A453
معیارهای,M600
سازماندهی,S253
فعلا,F400
تعجب,T210
تعطیلات,T343
رویداد,R300
تصادف,T231
رکورد,R263
تعدیل,T340
الجزایر,A426
پرنده,P653
ریسک,R200
مشتریان,M236
بستری,B236
جعفری,J160
زبانی,Z150
عکاسی,A200
استعداد,A230
اوکراین,A265
امشب,A521
ترانه,T650
استانی,A235
خریداران,X636
کرانه,K650
پاول,P400
ونزوئلا,V524
مجسمه,M250
طیف,T100
گرجستان,G623
دیر,D600
کادر,K360
کلمات,K453
تصرف,T261
منظر,M526
گذر,G260
مقدم,M235
فی,F000
نامیده,N530
ساحل,S400
آقایان,A250
رهایی,R000
شناسنامه,S525
عبارتی,A163
آزار,A260
معدن,M350
آرا,A600
کروبی,K610
بایرن,B650
یابی,Y100
عادلانه,A345
گردن,G635
آرمان,A650
تحریک,T620
اجباری,A216
حمایتی,H530
دادیم,D350
مداخله,M324
روحانیون,R500
محافل,M140
قواعد,G300
کرسی,K620
فقیه,F200
جایگزینی,J250
مسیحی,M200
مد,M300
ساحلی,S400
وزرای,V260
کارهایی,K600
پنجمین,P525
چشمگیری,C252
آهنگ,A520
تماشا,T520
کاشان,K250
میگویند,M253
مساحت,M230
مسلما,M245
ابهام,A150
تاثیری,T260
نماد,N530
ترکمنستان,T625
شکنجه,S252
آلات,A430
ضرر,Z600
محبت,M130
بامداد,B530
وارداتی,V630
بدهیم,B350
سوئیس,S200
پرداختن,P632
زنجیره,Z526
منچستر,M523
همکاران,H526
چشمگیر,C252
مغلوب,M241
روشنی,R250
قضات,G230
فرعی,F600
هدیه,H300
گزینش,G252
ابتکار,A132
منصوب,M521
روحانیت,R530
مرده,M630
بگیرید,B263
رسما,R250
کارمند,K653
چیزهایی,C200
حافظه,H120
ارومیه,A650
محوری,M600
توفیق,T120
بزرگان,B262
سویی,S000
خانوار,X560
روانه,R500
رساندن,R253
جنایی,J500
فر,F600
چاه,C000
نیک,N200
شکاف,S210
تقاطع,T230
پله,P400
وحشت,V230
نقره,N260
تیراندازی,T653
فیزیک,F200
فراکسیون,F625
پیدایش,P320
